column,method,seed,mae,rmse,mse,r2,mape,median_absolute_error,bias,percentage_bias,variance_distortion,std_distortion,ks_statistic,wasserstein_distance,correlation_preservation,distribution_similarity,runtime_seconds
disease_outbreak_flag,linear_interpolation,29,0.004444444444444445,0.045133546692422005,0.0020370370370370373,0.9757551020408163,3.3999999999999995,0.0,-0.001851851851851852,-2.0,0.04665305567182398,0.023605130919981406,0.007407407407407418,0.004074074074074086,0.9878907191357633,0.9925925925925926,0.03745639999397099
disease_outbreak_flag,time_interpolation,11,0.004938271604938272,0.04757493547653752,0.002263374485596708,0.9677403587663131,5.691056910569105,0.0,-0.003703703703703704,-4.878048780487805,0.08309300345573084,0.04244739686526979,0.00925925925925919,0.00493827160493826,0.9841980761310622,0.9907407407407408,0.07762949999596458
disease_outbreak_flag,time_interpolation,29,0.004444444444444445,0.045133546692422005,0.0020370370370370373,0.9757551020408163,3.4000000000000004,0.0,-0.0018518518518518524,-2.0000000000000004,0.04665305567182398,0.023605130919981406,0.007407407407407418,0.004074074074074086,0.9878907191357633,0.9925925925925926,0.0818301999970572
disease_outbreak_flag,polynomial_interpolation,11,0.006613550244936691,0.04888449825965178,0.002389694170097898,0.9659399374358205,6.716185226716756,0.0,-0.004409814262409074,-5.808048052929025,0.07820145065411242,0.03989659874982044,0.23703703703703705,0.006613550244936692,0.9832355788647046,0.762962962962963,0.04356589999952121
disease_outbreak_flag,polynomial_interpolation,29,0.006192747777496536,0.047890306742985916,0.002293481479937282,0.9727028898142975,3.404001528959614,0.0,-0.0034254595741563714,-3.699496340088881,0.03798921921427089,0.019178519014724026,0.20370370370370372,0.005683125919444072,0.9863432646727879,0.7962962962962963,0.04918139999790583
disease_outbreak_flag,knn,11,0.06662017983338973,0.1951773184706404,0.038094185645389786,0.45704753242115137,51.196556720880714,0.0,-0.011122739631651361,-14.649461953882282,0.5427992414273516,0.32383382387075327,0.09259259259259267,0.047764248876117965,0.6773568128402672,0.9074074074074073,2.564251800002239
disease_outbreak_flag,knn,29,0.07487598154552184,0.2133836575088506,0.04553258529185445,0.4580693113834793,54.734485893550186,0.0,-0.026484177516608122,-28.602911717936774,0.6144369295307526,0.37906279417382377,0.08148148148148149,0.05585237080934515,0.6860440547472405,0.9185185185185185,3.034251099998073
disease_outbreak_flag,iterative,11,0.14171879233183451,0.20036666200735026,0.04014679924396774,0.4277918441985925,49.10551006072598,0.10227344587776147,0.009559490124588298,12.590547968969956,0.512588760664594,0.3018516044646454,0.5962962962962963,0.1371967723629231,0.656383023888824,0.4037037037037037,2.8125269999945886
disease_outbreak_flag,iterative,29,0.14952748120389564,0.2175918203421965,0.047346200279830726,0.4364835917714841,53.63014600757119,0.10164098690404996,-0.013475417449136343,-14.55345084506725,0.590996053459873,0.36046587885726206,0.5425925925925926,0.141921301744317,0.6627079860431275,0.4574074074074074,3.521384300001955
disease_outbreak_flag,department_mean,11,0.13418358139175016,0.254299152376082,0.06466805889919379,0.07829287966152243,83.30058505193124,0.0,0.00769010038696567,10.128424899906005,0.8986779728999131,0.6816889643816397,0.4203703703703704,0.1330671586407363,0.28346123093849906,0.5796296296296296,0.01612409999506781
disease_outbreak_flag,department_mean,29,0.14375957201231243,0.2749151058871314,0.07557831544493267,0.10046380474520944,83.56719655648982,0.0,-0.010994495684890939,-11.874055339682213,0.9195588655468098,0.7163787049143076,0.4037037037037037,0.14351584287452737,0.3214560310235033,0.5962962962962963,0.016152800002600998
disease_outbreak_flag,hospital_median,11,0.07592592592592592,0.2755465948363832,0.07592592592592592,-0.08216432865731482,100.0,0.0,-0.07592592592592592,-100.0,0.99999985747106,0.9999999622469936,0.07592592592592584,0.07592592592592595,0.0,0.9240740740740742,0.01671360000182176
